Day,CapacityRatio,PowerRatio,Status,ErrorIdentifier,ErrorMessage,WallTimeSeconds,BatteryCapacityKWh,BatteryPowerKW,InitialEnergyKWh,MinimumEnergyKWh,MaximumEnergyKWh,TerminalEnergyKWh,BaselineBillEUR,OptimizedBillEUR,SavingsEUR,SavingsPercent,BaselinePeakImportKW,PeakImportKW,DaytimePeakImportKW,ImportSpreadKW,TotalGridImportKWh,TotalBatteryThroughputKWh,EnergyBalanceResidualKW,TerminalSocErrorKWh,SimultaneousChargeDischargeKW,MinimumExitFlag
24-Aug-2020,0.6,0.6,ok,,,5.28632041666667,6,1.98,0.6,0.6,5.4,0.6,33.29714113,21.9038824881922,11.3932586418078,34.2169275053548,17.9361625,48.66494,12.04073145,48.66494,212.41273665925,191.999942060528,2.93098878501041e-14,0,0,1
24-Aug-2020,0.6,0.8,ok,,,2.73057375,6,2.64,0.6,0.6,5.4,0.6,33.29714113,21.8878191527259,11.4093219772741,34.2651698917015,17.9361625,64.4594473684211,10.62749,64.4594473684211,212.329935972843,191.999942103018,4.77395900588817e-15,0,0,1
24-Aug-2020,0.6,1,ok,,,5.46159841666667,6,3.3,0.6,0.6,5.4,0.6,33.29714113,21.8784254855465,11.4187156444535,34.2933815244741,17.9361625,70.3119643451221,9.79256,70.3119643451221,212.281515014945,191.999942127866,8.88178419700125e-15,0,0,1
24-Aug-2020,0.8,0.2,ok,,,2.1621405,8,0.66,0.8,0.8,7.2,0.8,33.29714113,20.8828280195375,12.4143131104625,37.2834204053556,17.9361625,24.3980368421053,5.700921865,24.3980368421053,214.827048216814,221.079596486344,3.44169137633799e-15,0,0,1
24-Aug-2020,0.8,0.4,ok,,,2.862978375,8,1.32,0.8,0.8,7.2,0.8,33.29714113,19.6792374972594,13.6179036327406,40.8981166868743,17.9361625,37.9902336842105,1.38777878078145e-15,37.9902336842105,216.255357112741,247.140952994741,7.35522753814166e-15,0,0,1
24-Aug-2020,0.8,0.6,ok,,,5.008025,8,1.98,0.8,0.8,7.2,0.8,33.29714113,19.657098914865,13.640042215135,40.964604624406,17.9361625,47.2710685771304,1.22124532708767e-15,47.2710685771304,216.012075987528,246.411172665358,2.88657986402541e-15,0,0,1
24-Aug-2020,0.8,0.8,ok,,,2.24568733333333,8,2.64,0.8,0.8,7.2,0.8,33.29714113,19.6481216253246,13.6490195046754,40.9915657665213,17.9361625,64.4594473684211,1.9151347174784e-15,64.4594473684211,215.913424454117,246.223735642222,1.53765888910584e-14,0,0,1
24-Aug-2020,0.8,1,ok,,,4.2179395,8,3.3,0.8,0.8,7.2,0.8,33.29714113,19.6428718021922,13.6542693278078,41.0073323547456,17.9361625,74.0063747368421,6.32827124036339e-15,74.0063747368421,215.855734090024,246.114124471079,1.33226762955019e-14,0,0,1
24-Aug-2020,1,0.2,ok,,,2.07114095833333,10,0.66,1,1,9,1,33.29714113,20.8796488539875,12.4174922760125,37.2929682687522,17.9361625,24.3980368421053,5.700921865,24.3980368421053,214.792112331648,221.755598882856,1.99840144432528e-15,0,0,1
24-Aug-2020,1,0.4,ok,,,3.82822670833333,10,1.32,1,1,9,1,33.29714113,19.6131259739244,13.6840151560756,41.0966668359003,17.9361625,35.45714,6.82787160144471e-15,35.45714,215.528856856312,247.471909096474,1.74416037168612e-13,0,0,1
24-Aug-2020,1,0.6,ok,,,6.91084004166667,10,1.98,1,1,9,1,33.29714113,19.5782033931489,13.7189377368511,41.2015484551334,17.9361625,46.2428576564501,7.32747196252603e-15,46.2428576564501,215.145092232405,245.092298451933,2.1316282072803e-14,0,0,1
24-Aug-2020,1,0.8,ok,,,3.991983625,10,2.64,1,1,9,1,33.29714113,19.5654020161323,13.7317391138677,41.2399943294102,17.9361625,61.6060473684211,3.77475828372553e-15,61.6060473684211,215.004417759696,244.825018223366,7.32747196252603e-15,0,0,1
24-Aug-2020,1,1,ok,,,4.539398375,10,3.3,1,1,9,1,33.29714113,19.558045178632,13.739095951368,41.2620888313724,17.9361625,75.5007842105263,6.7168492989822e-15,75.5007842105263,214.92357339156,244.671414653528,3.17523785042795e-14,0,0,1
