Dataset,Day,Sequence,Strategy,Status,ErrorIdentifier,ErrorMessage,SourceEvidence,ReusedWithoutSolve,WallTimeSeconds,IntervalMinutes,HouseCount,PvHomeCount,PvBoundaryId,TransferLossFraction,BatteryCapacityKWhPerHome,BatteryPowerKWPerHome,PeakGuardCapKW,PaperLoadOnlyBaselineBillEUR,PaperSavingsPercent,PvSelfNoBatteryBaselineBillEUR,EngineeringSavingsPercent,OriginalLoadPeakKW,PvSelfNoBatteryPeakKW,OptimizedBillEUR,AllDayPeakKW,DaytimePeakKW,LoadRangeKW,TotalGridImportKWh,BatteryThroughputKWh,PvCurtailmentKWh,EnergyBalanceResidualKW,PvAllocationResidualKW,HomeBalanceResidualKW,BatteryDynamicsResidualKW,AggregateImportResidualKW,ChargeConversionResidualKW,DischargeConversionResidualKW,InitialSocErrorKWh,TerminalSocErrorKWh,SocBoundViolationKWh,ChargePowerViolationKW,DischargePowerViolationKW,AggregateImportNonnegativeViolationKW,SimultaneousChargeDischargeKW,MaximumLexicographicViolation,MinimumExitFlag,MaximumRelativeMipGap,StageCount,PeakExcessOverCapKW,CapViolationKW,ArtifactDirectory
StoreNet,01-Jan-2020,1,VPP_BM,quality_rejected,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
StoreNet,01-Jan-2020,2,IMPROVED_PEAK_GUARD,skipped_formal_unavailable,,,formal VPP_BM status=quality_rejected,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
StoreNet,02-Jan-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,18.175861,41.22797395,40.6917955152014,38.74046168225,36.883635265481,18.2204,18.175861,24.4515710952055,79.8526431671284,6.66133814775094e-16,79.8526431671284,268.698583463797,308.434210282316,NaN,1.36002320516582e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,61.6767821671284,NaN,
StoreNet,02-Jan-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.94645645833333,60,20,10,DC_SOURCE,0.07,10,3.3,18.175861,41.22797395,28.2018198963954,38.74046168225,23.5916824314702,18.2204,18.175861,29.6009349896882,18.175861,12.2467435,18.175861,259.697760825712,189.328376678773,0,4.39648317751562e-14,1.99840144432528e-15,5.55111512312578e-17,4.39648317751562e-14,0,0,0,0,0,2.34257058195908e-14,8.88178419700125e-16,0,2.08166817117217e-17,0,0,1,2.74717024304739e-14,2,4.61852778244065e-14,4.61852778244065e-14,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-01-02/IMPROVED_PEAK_GUARD
StoreNet,15-Jan-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,22.857254,48.44094932,39.5947482060389,45.07088547,35.0780950873315,22.874905,22.857254,29.2608774081311,84.5514542105263,8.43996556393533,84.5514542105263,307.001192119504,322.266795707504,NaN,3.77475828372553e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,61.6942002105263,NaN,
StoreNet,15-Jan-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.162094875,60,20,10,DC_SOURCE,0.07,10,3.3,22.857254,48.44094932,33.4735715025062,45.07088547,28.4992225539317,22.874905,22.857254,32.226033512877,22.857254,10.29368,22.857254,300.368411932356,243.833250864419,0,3.5527136788005e-15,2.22044604925031e-16,0,3.5527136788005e-15,0,0,0,0,0,8.88178419700125e-16,8.88178419700125e-16,0,1.11022302462516e-15,0,7.105427357601e-15,1,0,2,0,0,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-01-15/IMPROVED_PEAK_GUARD
StoreNet,16-Jan-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,30.6840095,56.26595101,30.4159387166086,53.933752839,27.4069914078552,30.69882,30.6840095,39.1521338324814,69.7450989473684,15.1974295,69.7450989473684,366.516860386773,320.13453448056,NaN,1.33226762955019e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,39.0610894473684,NaN,
StoreNet,16-Jan-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.46132658333333,60,20,10,DC_SOURCE,0.07,10,3.3,30.6840095,56.26595101,30.4159387166086,53.933752839,27.4069914078552,30.69882,30.6840095,39.1521338324814,30.6840095,16.52013,30.6840095,366.516860386773,320.134534480561,0,1.16573417585641e-15,2.22044604925031e-16,2.22044604925031e-16,1.16573417585641e-15,0,0,0,0,0,1.11022302462516e-16,8.88178419700125e-16,4.44089209850063e-16,1.42941214420489e-15,0,0,1,0,2,1.06581410364015e-14,1.06581410364015e-14,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-01-16/IMPROVED_PEAK_GUARD
StoreNet,01-Feb-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,20.613763,41.51858796,34.4841736765607,40.884242918,33.4676539458624,20.61477,20.613763,27.201245979818,67.4863957894737,7.55566,67.4863957894737,282.53540142691,319.999928048106,NaN,1.77635683940025e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,46.8726327894737,NaN,
StoreNet,01-Feb-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,0.804088791666667,60,20,10,DC_SOURCE,0.07,10,3.3,20.613763,41.51858796,27.9996407783464,40.884242918,26.8825093938647,20.61477,20.613763,29.8935324749582,20.613763,12.763332,20.613763,276.513003349717,248.784391426552,0,2.44249065417534e-15,2.15105711021124e-16,5.55111512312578e-17,2.44249065417534e-15,0,0,0,0,0,8.88178419700125e-16,8.88178419700125e-16,0,2.32452945780892e-16,0,7.105427357601e-15,1,0,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-02-01/IMPROVED_PEAK_GUARD
StoreNet,02-Feb-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,16.6183245,40.97857969,39.210405675169,38.454787489,35.2207774890075,16.62012,16.6183245,24.9107123536286,82.3908342105263,2.68673971959288e-14,82.3908342105263,273.744091798117,301.547372703501,NaN,6.15063555642337e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,65.7725097105263,NaN,
StoreNet,02-Feb-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.177897375,60,20,10,DC_SOURCE,0.07,10,3.3,16.6183245,40.97857969,23.0641982239982,38.454787489,18.0148925541776,16.62012,16.6183245,31.5271988409193,16.6183245,15.7867075,16.6183245,262.696713757316,144.861966018399,0,7.49400541621981e-16,3.33066907387547e-16,1.11022302462516e-16,7.49400541621981e-16,0,0,0,0,0,1.11022302462516e-16,8.88178419700125e-16,0,0,0,3.5527136788005e-15,1,1.03985237893298e-14,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-02-02/IMPROVED_PEAK_GUARD
StoreNet,15-Feb-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,21.9325045,45.63827601,33.4102797168065,44.4048580125,31.5606406655419,21.94988,21.9325045,30.3904003371308,82.0704492105263,14.39623,82.0704492105263,307.501745588574,320.131319800459,NaN,3.5527136788005e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,60.1379447105263,NaN,
StoreNet,15-Feb-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,0.692488875,60,20,10,DC_SOURCE,0.07,10,3.3,21.9325045,45.63827601,27.2618629842653,44.4048580125,25.2414415413103,21.94988,21.9325045,33.196431735773,21.9325045,14.58503,21.9325045,301.224912663778,245.906900659685,0,1.77635683940025e-15,1.11022302462516e-16,0,1.77635683940025e-15,0,0,0,0,0,4.44089209850063e-16,8.88178419700125e-16,0,4.16333634234434e-17,0,7.105427357601e-15,1,3.81411179876294e-15,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-02-15/IMPROVED_PEAK_GUARD
StoreNet,16-Feb-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.7310015,44.743993995,38.1196035585614,42.037681107,34.135851125173,17.74034,17.7310015,27.6877608678395,74.2410157894737,7.85275995324353,74.2410157894737,290.076693673081,319.999926761192,NaN,1.94462501657e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,56.5100142894737,NaN,
StoreNet,16-Feb-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,0.960977166666667,60,20,10,DC_SOURCE,0.07,10,3.3,17.7310015,44.743993995,25.2498635619766,42.037681107,20.4375796230251,17.74034,17.7310015,33.4461965590835,17.7310015,15.0292,17.6816411081557,279.078655531358,183.392302864181,0,2.22044604925031e-15,4.9960036108132e-16,1.11022302462516e-15,2.22044604925031e-15,0,0,0,0,0,7.7715611723761e-16,1.33226762955019e-15,0,0,0,0,1,4.95928502760823e-15,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-02-16/IMPROVED_PEAK_GUARD
StoreNet,01-Mar-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.5689575,41.80438889,43.3350698801991,38.226946004,38.0321207217297,17.58411,17.5689575,23.6884277515283,79.2240289631067,4.44089209850063e-16,79.2240289631067,260.312392873937,293.904715593724,NaN,2.66453525910038e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,61.6550714631067,NaN,
StoreNet,01-Mar-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.04359929166667,60,20,10,DC_SOURCE,0.07,10,3.3,17.5689575,41.80438889,31.5897800503455,38.226946004,25.1876558873799,17.58411,17.5689575,28.5984743882579,17.5689575,12.2011295,17.5689575,251.402302387928,186.693207457245,0,1.55431223447522e-15,2.22044604925031e-16,0,1.55431223447522e-15,0,0,0,0,0,1.11022302462516e-15,8.88178419700125e-16,0,9.71445146547012e-17,0,0,1,0,2,0,0,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-03-01/IMPROVED_PEAK_GUARD
StoreNet,02-Mar-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.902966,42.35766349,39.9515097586161,39.7284568165,35.9775348316394,17.91524,17.902966,25.4351374272709,78.3341842105263,2.97210454829333e-05,78.3341842105263,279.50697105498,281.695404734475,NaN,4.8017145815038e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,60.4312182105263,NaN,
StoreNet,02-Mar-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,0.908878833333333,60,20,10,DC_SOURCE,0.07,10,3.3,17.902966,42.35766349,25.1635687802889,39.7284568165,20.2109363311456,17.91524,17.902966,31.6989637039705,17.902966,16.6686915,17.902966,269.026942989539,145.568017296121,0,3.44169137633799e-15,8.32667268468867e-16,4.44089209850063e-16,3.44169137633799e-15,0,0,0,0,0,8.88178419700125e-16,8.88178419700125e-16,0,3.33066907387547e-16,0,0,1,0,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-03-02/IMPROVED_PEAK_GUARD
StoreNet,15-Mar-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,24.77737,54.44827001,49.8334869437236,46.5397998475,41.3087323688811,24.78972,24.77737,27.3147984834833,58.4853157894737,2.26038778,58.4853157894737,297.44986320637,322.182054020847,NaN,3.70814490224802e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,33.7079457894737,NaN,
StoreNet,15-Mar-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,2.445695875,60,20,10,DC_SOURCE,0.07,10,3.3,24.77737,54.44827001,48.3765867484326,46.5397998475,39.6042623137722,24.78972,24.77737,28.1080554355915,24.77737,11.665943211812,24.77737,295.675420711812,301.199025631304,0,1.33226762955019e-15,4.44089209850063e-16,4.44089209850063e-16,1.33226762955019e-15,0,0,0,0,0,1.33226762955019e-15,8.88178419700125e-16,0,5.55111512312578e-16,0,1.06581410364015e-14,1,0,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-03-15/IMPROVED_PEAK_GUARD
StoreNet,16-Mar-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,23.714525,60.568317555,27.5914397677742,57.88686559,24.2373097049596,23.72469,23.714525,43.856646698458,77.0285757894737,19.95403,77.0285757894737,391.95615910125,319.999883991754,NaN,1.55431223447522e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,53.3140507894737,NaN,
StoreNet,16-Mar-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,0.946662791666667,60,20,10,DC_SOURCE,0.07,10,3.3,23.714525,60.568317555,22.9499744895713,57.88686559,19.3808411429572,23.72469,23.714525,46.6679041273649,23.714525,21.1832105,23.406957,386.414793543118,250.39656393817,0,8.88178419700125e-16,1.11022302462516e-16,8.88178419700125e-16,8.88178419700125e-16,0,0,0,0,0,2.22044604925031e-16,8.88178419700125e-16,0,0,0,0,1,0,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-03-16/IMPROVED_PEAK_GUARD
StoreNet,01-Apr-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,21.5824885,44.174212105,34.9296727432513,42.697179065,32.6786803970001,21.59234,21.5824885,28.7443043798138,80.4415042105263,9.67147209088808,80.4415042105263,295.229114463229,320.148630334972,NaN,1.33226762955019e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,58.8590157105263,NaN,
StoreNet,01-Apr-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.51710470833333,60,20,10,DC_SOURCE,0.07,10,3.3,21.5824885,44.174212105,29.0024994668224,42.697179065,26.5464670932251,21.59234,21.5824885,31.3625864747744,21.5824885,10.70199,21.5824885,289.37225938028,250.890507371979,0,1.99840144432528e-15,8.32667268468867e-17,5.55111512312578e-17,1.99840144432528e-15,0,0,0,0,0,6.66133814775094e-16,8.88178419700125e-16,4.44089209850063e-16,2.35922392732846e-16,0,3.19744231092045e-14,1,0,2,1.06581410364015e-14,1.06581410364015e-14,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-04-01/IMPROVED_PEAK_GUARD
StoreNet,02-Apr-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.432523,38.03560501,47.039327933569,34.01529078275,40.7798329096026,17.44189,17.432523,20.1439120378291,64.8598303878116,3.33066907387547e-16,64.8598303878116,221.361670745374,222.789140172513,NaN,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,47.4273073878116,NaN,
StoreNet,02-Apr-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.30889329166667,60,20,10,DC_SOURCE,0.07,10,3.3,17.432523,38.03560501,41.5046913941918,34.01529078275,34.5910500286865,17.44189,17.432523,22.2490445306858,17.432523,9.77674827997898,17.432523,217.83375764271,194.600715778992,0,1.31006316905768e-14,7.21644966006352e-16,1.22124532708767e-15,1.31006316905768e-14,0,0,0,0,0,1.11022302462516e-16,8.88178419700125e-16,0,1.80411241501588e-16,0,0,1,0,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-04-02/IMPROVED_PEAK_GUARD
StoreNet,15-Apr-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.2670585,38.265875025,65.3969900885501,31.048841546,57.3538210500171,19.52503,17.2670585,13.2411445276038,43.4498102726345,5.55111512312578e-16,43.4498102726345,145.507082720921,163.936634781614,NaN,9.43689570931383e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,26.1827517726345,NaN,
StoreNet,15-Apr-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.01363316666667,60,20,10,DC_SOURCE,0.07,10,3.3,17.2670585,38.265875025,65.39699008855,31.048841546,57.353821050017,19.52503,17.2670585,13.2411445276038,17.2670585,9.99200722162641e-16,17.2670585000001,145.507082720921,163.936634781604,0,1.14352971536391e-13,3.19744231092045e-14,1.73194791841524e-14,1.14352971536391e-13,0,0,0,0,0,4.44089209850063e-16,0,0,1.36335387423969e-13,0,0,1,0,2,1.06581410364015e-14,1.06581410364015e-14,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-04-15/IMPROVED_PEAK_GUARD
StoreNet,16-Apr-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,14.3783125,40.503017345,57.8120495459045,32.4138198945,47.2836186986351,18.67433,14.3783125,17.0873928899223,47.4889244782776,2.63677968348475e-16,47.4889244782776,187.773548240904,204.874065035833,NaN,1.49880108324396e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,33.1106119782776,NaN,
StoreNet,16-Apr-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.22632370833333,60,20,10,DC_SOURCE,0.07,10,3.3,14.3783125,40.503017345,52.8529022109934,32.4138198945,41.0868658575299,18.67433,14.3783125,19.0959971951454,14.3783125,7.9170485,14.3783125,185.444480614152,159.487954904557,0,1.0547118733939e-13,8.77076189453874e-15,2.22044604925031e-16,1.0547118733939e-13,0,0,0,0,0,6.43929354282591e-15,8.88178419700125e-16,0,1.22124532708767e-15,0,0,1,0,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-04-16/IMPROVED_PEAK_GUARD
StoreNet,01-May-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,22.565423,48.90166106,29.4196480353263,48.25838992775,28.478831257334,22.56567,22.565423,34.5149644927198,79.8157942105263,13.55112,79.8157942105263,318.953210535899,319.999908702084,NaN,1.99840144432528e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,57.2503712105263,NaN,
StoreNet,01-May-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.42457433333333,60,20,10,DC_SOURCE,0.07,10,3.3,22.565423,48.90166106,26.6710332188721,48.25838992775,25.693578157511,22.56567,22.565423,35.8590827941071,22.565423,14.83122,22.565423,315.946541116278,284.445703646664,0,1.77635683940025e-15,2.77555756156289e-17,2.77555756156289e-17,1.77635683940025e-15,0,0,0,0,0,2.22044604925031e-16,8.88178419700125e-16,4.44089209850063e-16,7.0603245472256e-16,0,0,1,0,2,0,0,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-05-01/IMPROVED_PEAK_GUARD
StoreNet,02-May-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,18.5347365,36.388577095,38.0784683505594,34.308131196,34.3235451854383,18.54607,18.5347365,22.5323642826615,72.4546278265372,2.12607709215717e-14,72.4546278265372,247.608398710566,250.105953724243,NaN,2.22044604925031e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,53.9198913265372,NaN,
StoreNet,02-May-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.49819716666667,60,20,10,DC_SOURCE,0.07,10,3.3,18.5347365,36.388577095,29.3675526494149,34.308131196,25.0843993471449,18.54607,18.5347365,25.702142558253,18.5347365,10.2099861299744,18.5347365,242.071473983263,180.194512673738,0,3.99680288865056e-15,1.11022302462516e-16,2.22044604925031e-16,3.99680288865056e-15,0,0,0,0,0,3.5527136788005e-15,0,0,0,0,7.105427357601e-15,1,0,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-05-02/IMPROVED_PEAK_GUARD
